0,2,0,0,1,1,1,0,1,0,0,1,1,1,0.000000,0.000003,0.000000,0.000000,0.000004,0.000004,0.000004,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0,2,0,0,1,1,1,0.000000,0.000003,0.000000,0.000000,0.000002,0.000002,0.000002,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0,1,0,0,1,1,1,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0,2,0,0,1,1,1,0.0
2,1,0,0,0,0,4,2,1,0,0,0,0,4,0.000007,0.000003,0.000000,0.000000,0.000000,0.000000,0.000012,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2,1,0,0,0,0,4,0.000003,0.000002,0.000000,0.000000,0.000000,0.000000,0.000006,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2,1,0,0,0,0,4,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2,1,0,0,0,0,4,0.5
1,0,0,0,0,4,1,1,0,0,0,0,4,1,0.000003,0.000000,0.000000,0.000000,0.000000,0.000012,0.000003,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1,0,0,0,0,4,1,0.000002,0.000000,0.000000,0.000000,0.000000,0.000006,0.000002,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1,0,0,0,0,4,1,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1,0,0,0,0,4,1,0.0
1,0,0,1,0,0,1,1,0,0,1,0,0,1,0.000003,0.000000,0.000000,0.000003,0.000000,0.000000,0.000001,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1,0,0,1,0,0,1,0.000002,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1,0,0,1,0,0,1,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1,0,0,1,0,0,1,2.5
0,1,0,0,1,2,3,0,1,0,0,1,2,3,0.000000,0.000003,0.000000,0.000000,0.000001,0.000002,0.000003,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0,1,0,0,1,2,3,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0,1,0,0,1,2,3,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0,1,0,0,1,2,3,0.5
1,0,0,1,2,3,0,1,0,0,1,2,3,0,0.000003,0.000000,0.000000,0.000001,0.000002,0.000003,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1,0,0,1,2,3,0,0.000001,0.000000,0.000000,0.000000,0.000001,0.000002,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1,0,0,1,2,3,0,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1,0,0,1,2,3,0,1.0
1,0,0,0,2,0,2,1,0,0,0,2,0,2,0.000001,0.000000,0.000000,0.000000,0.000002,0.000000,0.000002,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1,0,0,0,2,0,2,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1,0,0,0,2,0,2,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1,0,0,0,2,0,2,0.0
0,2,0,0,0,1,1,0,2,0,0,0,1,1,0.000000,0.000002,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,2,0,0,0,1,1,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,2,0,0,0,1,1,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,2,0,0,0,1,1,2.0
2,0,0,0,1,1,2,2,0,0,0,1,1,2,0.000002,0.000000,0.000000,0.000000,0.000001,0.000001,0.000002,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,2,0,0,0,1,1,2,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000001,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,2,0,0,0,1,1,2,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,2,0,0,0,1,1,2,1.0
0,1,1,2,2,0,3,0,1,1,2,2,0,2,0.000000,0.000001,0.000001,0.000002,0.000002,0.000000,0.000003,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0,1,1,2,2,0,3,0.000000,0.000001,0.000000,0.000001,0.000001,0.000000,0.000001,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0,1,1,2,2,0,3,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0,1,1,2,2,0,3,0.5
1,1,2,2,0,3,1,1,1,2,2,0,2,1,0.000001,0.000001,0.000002,0.000002,0.000000,0.000003,0.000001,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1,1,2,2,0,3,1,0.000001,0.000000,0.000001,0.000001,0.000000,0.000001,0.000001,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1,1,2,2,0,3,1,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1,1,2,2,0,3,1,0.5
0,1,1,1,2,2,0,0,1,1,1,1,2,0,0.000000,0.000001,0.000001,0.000001,0.000002,0.000002,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0,1,1,1,2,2,0,0.000000,0.000001,0.000001,0.000000,0.000001,0.000001,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0,1,1,1,2,2,0,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0,1,1,1,2,2,0,0.0
0,1,1,0,0,0,12,0,1,1,0,0,0,6,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000007,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0,1,1,0,0,0,12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0,1,1,0,0,0,6,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0,1,1,0,0,0,12,17.5
1,1,0,0,0,12,34,1,1,0,0,0,6,15,0.000001,0.000001,0.000000,0.000000,0.000000,0.000007,0.000017,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1,1,0,0,0,12,34,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000015,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1,1,0,0,0,6,16,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1,1,0,0,0,12,34,0.5
1,0,0,0,12,34,1,1,0,0,0,6,15,0,0.000001,0.000000,0.000000,0.000000,0.000007,0.000017,0.000001,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,12,34,1,0.000000,0.000000,0.000000,0.000000,0.000006,0.000015,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,6,16,1,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,12,34,1,6.5
1,0,13,4,11,9,10,0,0,1,2,1,5,7,0.000001,0.000000,0.000002,0.000002,0.000002,0.000005,0.000008,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1,0,13,4,11,9,10,0.000000,0.000000,0.000006,0.000002,0.000005,0.000004,0.000005,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1,0,2,2,2,5,7,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1,0,13,4,11,9,10,28.5
